FlightGroup,Dept_Day,Taken_Day,Days_To_Dept,Duration,Available,Hopping,Total_Fare
5,6,3,62,160,82.0,0,4220.0
3,3,4,33,165,9.0,0,7381.0
22,3,3,10,160,3.0,0,7293.0
21,0,4,17,160,1.0,0,5613.0
9,3,1,22,280,1.0,0,4697.0
12,2,5,38,175,7.0,0,10431.0
0,1,3,46,170,9.0,0,9166.0
21,1,4,48,160,8.0,0,7398.0
2,2,4,67,165,1.0,0,4021.0
8,1,0,52,175,1.0,0,5554.0
22,5,4,14,160,9.0,0,5193.0
4,5,1,80,165,59.0,0,3583.0
22,0,5,72,160,9.0,0,5508.0
9,1,3,46,165,1.0,0,5554.0
17,3,1,15,485,9.0,0,5047.0
6,3,4,33,170,3.0,0,6887.0
0,0,5,51,165,7.0,0,7591.0
14,1,0,17,170,9.0,0,3873.0
2,6,5,63,165,9.0,0,4021.0
15,0,5,23,175,9.0,0,5469.0
9,5,3,47,280,8.0,0,4697.0
7,1,4,69,170,31.0,0,3264.0
12,2,5,73,175,7.0,0,5160.0
8,3,3,87,245,10.0,1,5606.0
19,0,4,73,175,9.0,0,3925.0
8,6,5,35,245,15.0,0,4696.0
10,4,5,1,180,7.0,0,9591.0
6,0,0,14,170,32.0,0,6887.0
7,4,0,76,170,46.0,0,3579.0
22,2,5,10,160,3.0,0,7713.0
10,0,4,73,180,7.0,0,6651.0
12,4,0,20,175,5.0,0,4530.0
12,0,5,65,175,7.0,0,5160.0
10,1,5,12,180,7.0,0,7281.0
5,1,1,23,160,88.0,0,4594.0
7,3,1,50,165,1.0,0,4944.0
9,2,0,50,165,10.0,0,5554.0
7,3,3,38,170,1.0,0,5554.0
7,3,4,19,175,1.0,0,4377.0
6,6,1,88,275,4.0,0,5023.0
6,3,3,17,275,5.0,0,5330.0
7,6,4,36,165,10.0,0,4944.0
8,0,1,41,175,10.0,0,5554.0
8,6,0,68,180,33.0,0,3925.0
6,6,0,40,170,7.0,0,8041.0
14,5,0,25,170,9.0,0,4273.0
9,2,4,32,165,9.0,0,8041.0
8,4,5,15,175,36.0,0,3925.0
4,1,4,34,165,9.0,0,3784.0
22,4,4,58,165,8.0,0,7398.0
12,4,3,7,175,7.0,0,7281.0
3,2,5,52,165,5.0,0,7381.0
7,1,0,66,170,25.0,0,3264.0
6,5,1,45,285,1.0,0,5791.0
11,1,1,72,160,3.0,0,3270.0
8,5,3,68,175,49.0,0,3925.0
7,0,0,56,175,8.0,0,5554.0
8,0,4,38,245,14.0,1,11176.0
17,2,1,42,485,9.0,0,6097.0
7,4,5,15,170,5.0,0,3579.0
7,3,4,19,170,16.0,0,3579.0
9,1,4,20,165,8.0,0,3925.0
0,4,0,62,170,8.0,0,4021.0
7,1,0,59,170,8.0,0,4377.0
2,6,1,39,165,5.0,0,8221.0
19,0,0,0,400,9.0,0,11779.0
9,4,4,72,165,5.0,0,3417.0
0,2,1,49,170,6.0,0,8483.0
4,6,3,83,165,22.0,0,3583.0
11,5,1,24,155,6.0,0,4530.0
19,5,3,54,175,9.0,0,4945.0
17,1,1,79,485,9.0,0,4417.0
12,5,0,46,175,7.0,0,7281.0
4,5,4,77,165,12.0,0,3784.0
6,5,0,88,170,42.0,0,4644.0
9,1,5,26,165,12.0,0,5554.0
6,5,5,55,285,31.0,0,4011.0
10,1,5,19,180,4.0,0,4530.0
3,2,1,49,165,2.0,0,7381.0
1,5,4,56,165,6.0,0,4756.0
12,6,1,74,165,7.0,0,3270.0
21,2,0,57,160,9.0,0,7398.0
9,4,0,34,170,4.0,0,5554.0
17,4,1,82,485,9.0,0,4417.0
14,0,3,64,170,9.0,0,3873.0
17,3,3,59,485,9.0,0,4417.0
17,1,5,68,485,9.0,0,4417.0
18,4,1,19,170,9.0,0,4377.0
5,2,5,24,160,6.0,0,4594.0
22,1,5,5,160,9.0,0,8448.0
9,4,3,42,280,7.0,0,4011.0
6,4,3,56,285,3.0,0,4697.0
6,6,3,41,275,4.0,0,4691.0
19,0,0,49,175,9.0,0,4945.0
10,3,1,64,180,7.0,0,5160.0
6,6,3,41,170,9.0,0,6887.0
22,4,4,44,160,9.0,0,7398.0
10,0,3,29,180,7.0,0,8646.0
12,6,1,60,175,7.0,0,5160.0
22,3,0,51,165,9.0,0,7398.0
6,3,0,30,170,4.0,0,8041.0
8,2,3,79,170,48.0,0,4644.0
7,4,5,8,175,4.0,0,8041.0
17,6,5,42,485,9.0,0,5363.0
9,3,0,16,285,2.0,0,3629.0
22,5,0,74,165,9.0,0,5508.0
9,1,3,60,165,1.0,0,4377.0
6,0,4,3,285,30.0,0,7888.0
6,6,2,3,260,5.0,0,8407.0
1,0,5,9,165,3.0,0,8851.0
6,0,3,29,170,26.0,0,6887.0
9,3,4,12,165,21.0,0,4644.0
22,4,1,19,160,9.0,0,4668.0
9,6,5,14,165,34.0,0,4644.0
9,6,5,42,165,10.0,0,8671.0
4,1,3,60,165,81.0,0,4220.0
16,3,1,78,170,9.0,0,3211.0
9,4,0,34,280,2.0,0,5329.0
6,4,0,20,275,2.0,0,4691.0
20,3,5,46,170,9.0,0,4377.0
4,1,1,16,165,82.0,0,3583.0
16,6,1,18,170,9.0,0,3873.0
9,4,3,14,165,12.0,0,3579.0
9,4,3,28,170,49.0,0,4644.0
7,3,3,87,170,36.0,0,3417.0
11,3,1,15,155,4.0,0,5160.0
9,3,1,85,165,37.0,0,4644.0
5,5,0,88,160,60.0,0,3583.0
19,2,5,73,400,9.0,0,4417.0
8,2,4,18,175,21.0,0,3925.0
6,0,5,37,285,1.0,0,8888.0
7,5,3,47,170,10.0,0,5554.0
22,3,3,38,160,7.0,0,8658.0
9,1,5,19,165,7.0,0,3925.0
8,4,5,57,175,9.0,0,5554.0
14,3,5,74,170,9.0,0,4839.0
10,3,3,17,180,7.0,0,8436.0
21,2,4,60,175,9.0,0,7398.0
8,6,4,43,175,5.0,0,5554.0
2,0,1,69,165,9.0,0,4021.0
21,6,1,32,175,9.0,0,6348.0
22,5,1,3,160,9.0,0,9708.0
4,6,0,89,165,82.0,0,4594.0
13,1,4,90,165,4.0,0,3270.0
6,4,3,28,275,1.0,0,5905.0
12,6,2,3,175,1.0,0,11691.0
17,0,0,63,485,9.0,0,4417.0
6,5,4,14,275,2.0,0,7253.0
10,5,4,0,180,7.0,0,8436.0
22,3,3,52,165,9.0,0,7398.0
5,5,5,48,160,28.0,0,3583.0
7,5,5,34,170,7.0,0,4644.0
8,2,4,67,175,36.0,0,3925.0
8,6,5,77,175,30.0,0,3925.0
9,4,4,86,280,18.0,0,4011.0
21,5,4,7,175,9.0,0,6768.0
10,6,3,27,180,3.0,0,4530.0
11,3,4,26,160,7.0,0,4530.0
8,1,4,55,175,9.0,0,5554.0
7,6,3,41,175,8.0,0,5554.0
11,3,4,47,160,6.0,0,4530.0
6,4,4,16,275,6.0,0,5019.0
4,4,5,15,165,54.0,0,3583.0
19,0,4,80,400,9.0,0,4667.0
12,5,4,84,165,3.0,0,3270.0
18,0,3,43,170,9.0,0,4945.0
6,1,1,16,170,9.0,0,4644.0
6,2,4,25,260,3.0,0,5136.0
22,2,3,65,165,8.0,0,5718.0
10,5,3,5,180,7.0,0,8436.0
6,1,3,88,175,36.0,0,4644.0
7,6,4,15,175,79.0,0,3925.0
8,2,4,53,245,18.0,0,4696.0
12,6,1,11,175,7.0,0,7281.0
7,5,5,55,175,8.0,0,5554.0
7,5,4,49,170,10.0,0,5554.0
14,0,1,69,170,9.0,0,4839.0
18,1,1,51,170,9.0,0,5575.0
21,0,3,85,160,9.0,0,5718.0
1,0,5,30,165,5.0,0,8221.0
6,1,1,51,285,8.0,0,4697.0
22,5,5,27,160,6.0,0,4668.0
6,2,5,80,170,30.0,0,4644.0
10,3,0,58,180,7.0,0,5160.0
19,6,4,1,400,9.0,0,8775.0
8,2,5,80,170,47.0,0,4644.0
8,5,5,34,245,13.0,0,4696.0
12,3,4,26,175,7.0,0,7281.0
6,4,3,49,170,8.0,0,8671.0
17,1,0,45,485,9.0,0,4417.0
7,3,1,43,175,4.0,0,5554.0
10,1,3,60,180,7.0,0,5160.0
9,4,4,44,165,2.0,0,6887.0
8,6,0,82,175,27.0,0,3925.0
6,6,0,75,170,35.0,0,4644.0
8,2,0,36,295,1.0,0,9408.0
8,4,0,41,180,2.0,0,5554.0
8,6,1,25,245,9.0,0,4696.0
3,4,1,68,165,9.0,0,4021.0
12,6,1,32,165,7.0,0,8121.0
6,3,4,82,170,7.0,0,3925.0
1,6,3,48,165,8.0,0,7381.0
5,1,5,40,160,7.0,0,5465.0
11,4,2,4,155,2.0,0,9906.0
10,6,4,64,180,7.0,0,5160.0
20,5,1,38,170,9.0,0,4945.0
17,6,0,12,485,9.0,0,6995.0
16,2,5,59,170,9.0,0,4273.0
7,0,0,7,165,5.0,0,6991.0
6,5,1,31,170,7.0,0,9928.0
3,6,5,63,165,3.0,0,3548.0
6,5,4,21,275,31.0,0,5329.0
19,4,3,77,175,9.0,0,3265.0
22,3,3,17,160,3.0,0,5403.0
6,4,0,41,170,2.0,0,6361.0
6,4,3,42,260,1.0,0,6568.0
6,6,5,84,285,44.0,0,4011.0
22,2,0,71,165,7.0,0,5718.0
6,3,3,59,170,10.0,0,6887.0
8,0,3,43,245,23.0,0,4696.0
9,1,0,45,280,7.0,0,4011.0
6,3,3,10,275,2.0,0,9091.0
4,3,4,26,165,57.0,0,4594.0
22,3,3,31,160,9.0,0,5403.0
9,4,5,1,285,3.0,0,8808.0
12,2,5,45,165,7.0,0,4530.0
9,3,1,57,170,7.0,0,4644.0
12,6,5,56,165,7.0,0,5160.0
6,3,4,54,275,26.0,0,6472.0
4,6,5,56,165,8.0,0,3583.0
6,6,4,64,175,7.0,0,4644.0
17,6,0,47,485,9.0,0,6517.0
7,1,1,30,170,10.0,0,4644.0
19,2,3,9,400,9.0,0,8117.0
0,0,0,35,170,9.0,0,9166.0
8,2,1,7,180,3.0,0,11122.0
7,2,4,4,175,1.0,0,8671.0
11,1,0,31,160,7.0,0,8121.0
9,3,3,52,165,1.0,0,6887.0
6,0,0,7,285,33.0,0,7888.0
10,2,0,85,180,7.0,0,5160.0
19,0,1,48,400,9.0,0,6727.0
7,1,0,59,175,6.0,0,5554.0
0,3,0,86,165,1.0,0,4231.0
7,2,3,86,175,42.0,0,3925.0
12,3,5,39,165,7.0,0,8121.0
22,4,4,23,160,9.0,0,4668.0
14,0,3,71,170,9.0,0,4839.0
21,0,3,1,175,1.0,0,14695.0
15,4,4,86,175,9.0,0,3211.0
22,5,5,34,160,3.0,0,5403.0
11,4,5,29,155,7.0,0,8121.0
17,2,3,86,485,9.0,0,4417.0
8,4,4,30,245,9.0,1,6413.0
14,2,5,38,170,9.0,0,7989.0
1,4,5,15,165,9.0,0,7381.0
10,3,5,53,180,7.0,0,7281.0
0,4,4,51,165,6.0,0,7381.0
6,0,0,42,170,7.0,0,8671.0
7,5,3,47,175,6.0,0,6361.0
12,1,1,16,175,2.0,0,4530.0
2,3,4,12,165,8.0,0,12841.0
16,0,4,52,170,9.0,0,5469.0
7,1,5,89,170,66.0,0,3579.0
1,4,3,49,165,4.0,0,7381.0
22,6,4,57,165,9.0,0,7398.0
6,4,3,77,170,20.0,0,3925.0
0,2,0,29,170,9.0,0,8221.0
16,0,1,76,170,9.0,0,3211.0
21,6,3,27,160,9.0,0,4668.0
19,5,4,7,175,9.0,0,5995.0
9,5,4,91,170,45.0,0,3264.0
6,0,3,78,175,2.0,0,4644.0
8,6,5,7,245,4.0,0,6413.0
8,4,0,20,175,4.0,0,3925.0
16,5,3,33,170,9.0,0,4839.0
6,3,0,16,275,8.0,0,5330.0
22,2,4,11,160,1.0,0,6768.0
2,4,1,61,165,9.0,0,4021.0
20,6,4,92,170,9.0,0,3265.0
16,2,3,44,170,9.0,0,4839.0
13,0,0,7,165,7.0,0,6126.0
12,5,5,20,165,7.0,0,4530.0
10,0,1,62,180,7.0,0,6651.0
8,0,3,64,180,23.0,0,3925.0
6,4,3,56,170,6.0,0,6887.0
15,0,1,20,175,9.0,0,5469.0
0,3,3,80,165,5.0,0,4231.0
7,3,1,29,175,5.0,0,6361.0
10,5,0,11,165,7.0,0,7281.0
22,3,0,79,165,9.0,0,5508.0
22,0,3,71,160,9.0,0,5508.0
12,4,4,51,165,7.0,0,5160.0
0,2,0,8,170,9.0,0,7171.0
21,4,4,44,160,4.0,0,7608.0
19,3,3,31,175,9.0,0,5575.0
12,1,4,13,175,7.0,0,7281.0
10,5,0,25,180,7.0,0,5160.0
12,5,0,53,175,7.0,0,5160.0
16,5,1,59,170,9.0,0,3527.0
4,5,5,6,165,11.0,0,4220.0
7,6,4,43,170,7.0,0,4944.0
12,4,0,41,165,7.0,0,4530.0
2,0,5,72,165,9.0,0,4021.0
11,1,1,2,155,6.0,0,14421.0
8,1,1,37,175,10.0,0,6887.0
10,3,0,79,180,1.0,0,3270.0
6,5,4,56,290,30.0,0,6006.0
3,5,3,19,180,9.0,0,4756.0
8,3,3,38,175,8.0,0,8671.0
6,0,5,44,175,10.0,0,8041.0
9,4,3,35,285,4.0,0,9047.0
1,4,0,69,165,3.0,0,4021.0
8,4,0,27,175,5.0,0,4644.0
7,4,0,69,175,49.0,0,3925.0
6,0,1,41,170,7.0,0,8671.0
11,4,5,78,155,7.0,0,3270.0
19,4,4,72,175,9.0,0,3579.0
6,2,0,85,170,33.0,0,4644.0
14,3,4,26,170,9.0,0,3873.0
21,3,3,73,160,7.0,0,5508.0
6,1,3,4,170,18.0,0,8041.0
11,3,0,58,160,1.0,0,5160.0
12,4,1,82,175,7.0,0,5160.0
7,0,5,79,165,7.0,0,3264.0
12,0,5,72,175,7.0,0,6126.0
9,6,0,5,165,2.0,0,5554.0
18,3,1,57,170,9.0,0,3925.0
7,0,4,3,175,2.0,0,16493.0
22,4,0,27,160,9.0,0,5403.0
22,0,1,83,160,9.0,0,5508.0
22,0,4,45,165,9.0,0,7398.0
10,1,4,20,180,7.0,0,4530.0
6,3,1,29,275,39.0,0,5795.0
7,4,0,48,170,2.0,0,4644.0
7,2,5,17,170,6.0,0,3925.0
13,5,5,62,165,7.0,0,5160.0
10,3,0,79,180,1.0,0,3270.0
22,5,1,80,165,9.0,0,5508.0
7,4,1,33,165,8.0,0,6361.0
21,5,5,55,175,9.0,0,7398.0
22,2,5,52,160,9.0,0,7608.0
14,4,3,21,170,9.0,0,4273.0
10,5,5,13,165,7.0,0,7281.0
22,5,0,4,160,9.0,0,8448.0
12,2,5,45,175,7.0,0,7281.0
0,4,1,61,170,8.0,0,4021.0
7,2,0,22,165,6.0,0,5554.0
7,4,5,50,175,7.0,0,5554.0
12,1,3,4,165,1.0,0,11444.0
0,4,0,34,170,9.0,0,8221.0
6,0,3,29,260,3.0,0,5607.0
22,6,5,77,160,9.0,0,5508.0
22,0,4,45,160,9.0,0,7398.0
6,2,1,77,175,36.0,0,4644.0
15,0,0,35,175,9.0,0,7989.0
9,3,1,64,285,2.0,0,3629.0
18,6,5,63,170,9.0,0,3265.0
7,4,3,14,170,5.0,0,3925.0
19,3,5,46,175,9.0,0,5575.0
0,6,1,53,170,9.0,0,5596.0
4,6,5,35,165,14.0,0,5465.0
21,3,5,11,175,9.0,0,7293.0
5,5,4,49,160,27.0,0,3784.0
7,1,5,61,165,6.0,0,4377.0
21,3,4,33,160,4.0,0,5403.0
3,5,0,25,180,3.0,0,4756.0
7,2,3,79,175,41.0,0,3925.0
7,3,5,53,165,1.0,0,4944.0
22,6,0,89,160,9.0,0,5508.0
12,5,5,27,175,7.0,0,4530.0
7,2,0,78,165,88.0,0,4377.0
7,3,0,86,175,32.0,0,3925.0
18,5,1,87,170,9.0,0,3265.0
0,3,3,3,165,1.0,1,35731.0
14,5,4,56,170,9.0,0,4273.0
22,6,4,15,165,9.0,0,4143.0
7,2,0,85,165,89.0,0,4377.0
7,3,1,15,170,2.0,0,3925.0
8,1,4,76,175,19.0,0,3925.0
10,4,3,14,170,7.0,0,7281.0
5,2,0,43,160,49.0,0,4594.0
2,0,4,52,165,1.0,0,8483.0
16,3,4,89,170,9.0,0,3211.0
7,5,5,13,175,79.0,0,3925.0
6,1,4,41,260,6.0,0,5938.0
3,2,3,72,165,9.0,0,4021.0
5,2,5,52,160,46.0,0,4594.0
10,0,0,42,180,7.0,0,5685.0
21,0,0,7,175,5.0,0,8028.0
8,0,4,73,245,22.0,0,5606.0
10,3,4,12,180,7.0,0,8436.0
1,2,5,80,165,3.0,0,3548.0
7,2,4,88,170,38.0,0,3579.0
15,2,1,35,175,9.0,0,10089.0
6,3,1,85,275,2.0,0,5211.0
11,4,3,49,155,7.0,0,5160.0
4,2,3,37,165,8.0,0,6635.0
21,0,3,43,160,3.0,0,7608.0
12,2,1,70,165,7.0,0,5160.0
2,1,0,3,165,9.0,0,8326.0
0,4,3,77,165,4.0,0,4021.0
12,3,0,65,175,7.0,0,5160.0
7,1,4,20,175,84.0,0,3925.0
9,2,1,7,165,5.0,0,8041.0
10,4,1,40,180,1.0,0,4530.0
14,6,3,69,170,9.0,0,3211.0
6,6,4,92,285,35.0,0,4376.0
10,6,0,19,180,7.0,0,6126.0
22,5,4,7,160,9.0,0,6768.0
21,1,3,18,160,6.0,0,4668.0
5,4,3,42,160,47.0,0,4594.0
15,3,0,72,175,9.0,0,3873.0
12,3,3,38,175,7.0,0,9276.0
21,6,5,21,175,9.0,0,4668.0
13,0,1,6,165,2.0,0,6126.0
7,0,0,77,175,16.0,0,3925.0
6,5,4,42,165,2.0,0,8041.0
7,6,1,74,175,36.0,0,3925.0
19,1,0,66,400,9.0,0,4417.0
7,6,3,20,175,51.0,0,3925.0
22,5,1,31,160,7.0,0,4668.0
6,4,5,43,170,10.0,0,6887.0
7,4,0,13,175,6.0,0,4377.0
8,6,5,21,175,19.0,0,3925.0
12,4,3,21,175,7.0,0,4530.0
14,2,0,29,170,9.0,0,5469.0
10,5,3,12,180,7.0,0,7281.0
8,4,5,1,175,30.0,0,8041.0
9,6,3,48,285,1.0,0,4732.0
6,0,5,37,170,7.0,0,9928.0
9,1,4,6,165,5.0,0,6361.0
10,5,0,60,180,7.0,0,5160.0
5,5,0,25,160,86.0,0,4594.0
7,2,4,25,170,50.0,0,3925.0
6,0,1,41,170,10.0,0,8041.0
0,2,5,59,170,9.0,0,8011.0
10,0,5,9,180,7.0,0,10116.0
22,0,1,13,160,9.0,0,7293.0
20,2,3,86,170,9.0,0,3265.0
2,4,5,64,165,9.0,0,4021.0
9,6,3,76,165,12.0,0,3264.0
7,2,3,65,175,49.0,0,3925.0
2,2,1,42,165,7.0,0,8221.0
4,1,4,13,165,62.0,0,3784.0
7,2,4,53,175,9.0,0,5554.0
6,3,0,65,275,15.0,1,5023.0
12,2,5,10,175,7.0,0,7281.0
7,6,4,64,170,31.0,0,3417.0
21,1,0,52,160,8.0,0,7398.0
21,5,4,49,160,9.0,0,7398.0
7,6,5,28,170,64.0,0,3925.0
8,0,1,48,180,8.0,0,6361.0
6,4,0,34,170,4.0,0,12080.0
2,0,0,14,165,9.0,0,7171.0
3,0,4,38,165,2.0,0,8221.0
6,3,1,78,260,1.0,0,4208.0
6,3,4,54,285,20.0,0,5176.0
6,6,5,56,275,22.0,0,5455.0
12,5,3,5,175,5.0,0,8436.0
7,3,0,37,170,9.0,0,7517.0
2,4,0,69,165,9.0,0,4021.0
10,1,1,37,180,7.0,0,7281.0
9,0,4,73,165,25.0,0,4644.0
4,4,3,56,165,39.0,0,3583.0
7,1,1,51,170,7.0,0,4944.0
5,4,0,62,160,75.0,0,4220.0
13,5,0,11,165,3.0,0,3900.0
6,2,5,52,175,5.0,0,8041.0
3,1,3,60,165,9.0,0,4021.0
6,5,0,60,275,44.0,0,5023.0
8,4,5,71,245,28.0,0,5606.0
14,2,4,81,170,9.0,0,3211.0
22,5,5,34,160,9.0,0,4668.0
22,2,5,3,160,8.0,0,9918.0
6,4,5,43,170,2.0,0,6361.0
6,5,4,63,275,52.0,0,5455.0
9,3,4,40,165,6.0,0,9928.0
13,5,3,12,165,7.0,0,3900.0
6,4,1,47,170,10.0,0,6887.0
10,3,0,44,180,7.0,0,7281.0
21,1,2,1,175,9.0,0,8448.0
22,5,5,55,160,9.0,0,7398.0
6,1,0,59,170,10.0,0,6887.0
19,5,0,32,175,9.0,0,5575.0
12,5,3,26,175,6.0,0,5160.0
22,6,4,15,160,1.0,0,3723.0
6,4,4,37,285,3.0,0,5370.0
22,6,4,57,160,9.0,0,7398.0
21,0,1,20,175,9.0,0,6558.0
0,4,1,40,170,9.0,0,8221.0
6,6,3,76,170,5.0,0,4644.0
9,4,4,44,280,5.0,0,4998.0
20,1,1,51,170,9.0,0,5575.0
9,6,4,85,170,16.0,0,3264.0
15,5,3,82,175,9.0,0,3211.0
12,6,4,92,175,3.0,0,3270.0
0,1,0,52,170,5.0,0,8483.0
6,2,1,42,170,10.0,0,8671.0
9,2,5,66,285,1.0,0,3788.0
9,0,4,38,165,10.0,0,8671.0
12,1,5,33,165,7.0,0,8121.0
11,5,5,41,155,7.0,0,6126.0
7,6,0,75,175,58.0,0,3925.0
9,2,4,53,280,2.0,0,4697.0
15,0,0,63,175,9.0,0,3527.0
7,1,4,76,170,39.0,0,3417.0
13,5,0,46,165,7.0,0,5160.0
7,6,1,88,165,23.0,0,3264.0
20,0,3,71,170,9.0,0,4377.0
12,0,1,55,175,7.0,0,5160.0
6,0,4,10,275,2.0,0,8464.0
9,0,3,85,285,5.0,0,3788.0
11,6,4,22,160,7.0,0,4530.0
7,4,4,9,170,5.0,0,4644.0
8,3,4,19,180,4.0,0,4377.0
8,4,4,16,245,37.0,0,5091.0
22,0,3,50,160,9.0,0,7398.0
22,2,1,0,160,2.0,0,16585.0
13,4,4,58,165,7.0,0,5160.0
8,5,3,68,175,42.0,0,3925.0
9,2,3,30,165,9.0,0,8041.0
8,1,3,74,180,29.0,0,3925.0
21,3,4,75,160,7.0,0,4983.0
19,1,3,53,400,9.0,0,4733.0
7,4,5,57,170,5.0,0,4377.0
1,6,3,55,165,6.0,0,4021.0
21,3,3,24,175,9.0,0,4668.0
16,2,0,29,170,9.0,0,6205.0
17,4,4,51,485,9.0,0,6517.0
4,2,0,22,165,94.0,0,4594.0
10,4,5,15,180,1.0,0,3900.0
6,2,4,67,170,32.0,0,4644.0
7,5,3,75,170,47.0,0,3264.0
0,3,1,22,170,3.0,0,7381.0
6,0,0,0,285,1.0,0,11990.0
17,6,4,85,485,9.0,0,4417.0
13,1,1,9,165,7.0,0,5160.0
6,2,0,64,170,38.0,0,4644.0
21,1,3,88,160,9.0,0,5508.0
19,4,4,16,400,9.0,0,5047.0
10,6,5,21,180,3.0,0,4530.0
10,6,4,43,180,1.0,0,3900.0
20,3,5,11,170,9.0,0,4639.0
8,3,3,59,180,6.0,0,6361.0
9,4,5,29,280,5.0,0,4011.0
22,1,0,73,160,9.0,0,5508.0
21,5,5,83,160,9.0,0,5508.0
6,3,4,61,275,15.0,0,5662.0
9,1,5,89,165,33.0,0,3264.0
9,4,0,20,165,8.0,0,3925.0
9,6,3,6,170,50.0,0,8041.0
19,2,0,57,175,9.0,0,5575.0
7,0,0,84,165,4.0,0,3264.0
6,5,3,26,290,21.0,0,5540.0
19,5,0,81,400,9.0,0,4417.0
7,1,4,90,170,50.0,0,3579.0
9,0,4,24,170,13.0,0,4377.0
10,6,3,6,180,7.0,0,8436.0
6,3,3,66,170,23.0,0,4644.0
9,1,3,32,170,10.0,0,4644.0
9,4,0,69,280,6.0,0,4376.0
7,2,1,0,170,3.0,0,15001.0
17,4,0,20,485,9.0,0,4417.0
6,2,1,42,170,9.0,0,6887.0
12,0,5,9,175,7.0,0,6126.0
10,1,3,67,180,7.0,0,3270.0
7,5,4,21,170,84.0,0,3579.0
8,2,0,50,245,11.0,0,4696.0
22,6,4,50,160,9.0,0,7398.0
17,3,1,22,485,9.0,0,4733.0
19,3,5,67,400,9.0,0,4417.0
7,2,5,31,175,10.0,0,8041.0
1,0,4,17,165,9.0,0,9166.0
8,0,1,6,180,1.0,0,8671.0
12,1,4,90,165,4.0,0,3270.0
22,1,0,38,160,4.0,0,7398.0
6,1,5,89,175,35.0,0,4644.0
14,6,1,53,170,9.0,0,3873.0
7,2,5,66,175,48.0,0,3925.0
20,0,4,38,170,9.0,0,6309.0
11,4,5,36,155,7.0,0,8121.0
9,2,0,29,165,9.0,0,8041.0
9,6,3,76,285,1.0,0,4208.0
4,4,3,63,165,82.0,0,4220.0
6,6,4,22,175,19.0,0,4644.0
22,5,0,81,160,9.0,0,5508.0
19,4,0,83,175,9.0,0,3265.0
12,6,0,75,165,7.0,0,3270.0
7,6,5,77,175,35.0,0,3925.0
12,3,5,74,165,4.0,0,3270.0
9,4,5,43,165,10.0,0,4944.0
11,5,1,10,155,7.0,0,6126.0
3,5,0,39,180,9.0,0,9166.0
19,5,3,47,400,9.0,0,7567.0
7,2,5,17,175,1.0,0,3925.0
4,5,3,26,165,98.0,0,4594.0
7,5,1,80,175,41.0,0,3925.0
21,0,5,2,160,1.0,0,21310.0
12,6,3,69,165,4.0,0,3270.0
0,4,1,47,170,6.0,0,8483.0
9,1,1,58,165,1.0,0,4377.0
12,4,2,4,175,1.0,0,9906.0
10,5,5,76,180,7.0,0,5160.0
6,4,1,12,170,56.0,0,6887.0
21,0,3,36,175,9.0,0,11178.0
9,2,0,36,165,5.0,0,13760.0
13,2,0,78,165,7.0,0,5160.0
6,6,0,12,285,82.0,0,6628.0
16,0,0,42,170,9.0,0,3873.0
7,2,4,53,175,8.0,0,5554.0
5,5,0,53,160,49.0,0,4594.0
9,6,4,36,170,5.0,0,4944.0
10,1,1,51,180,7.0,0,6126.0
12,0,4,52,165,7.0,0,5160.0
6,4,3,14,170,47.0,0,6887.0
21,4,1,5,175,9.0,0,8658.0
18,5,5,13,170,9.0,0,4639.0
7,0,4,87,170,79.0,0,4377.0
20,6,5,63,170,9.0,0,3265.0
8,2,5,73,295,6.0,0,4410.0
22,0,4,80,165,9.0,0,4983.0
20,3,1,36,170,9.0,0,6309.0
6,5,0,74,165,25.0,0,4644.0
9,2,3,58,165,10.0,0,5554.0
6,2,0,50,170,6.0,0,8041.0
3,2,3,30,165,9.0,0,7381.0
17,2,0,85,485,9.0,0,4417.0
10,3,0,37,180,7.0,0,8121.0
19,1,0,73,400,9.0,0,6675.0
19,4,3,0,175,9.0,0,8041.0
7,5,1,31,175,6.0,0,5554.0
8,2,5,17,175,45.0,0,4644.0
18,4,5,29,170,9.0,0,4377.0
19,5,5,41,175,9.0,0,5575.0
6,1,5,47,260,2.0,0,6342.0
6,2,0,57,170,1.0,0,6887.0
13,0,5,30,165,7.0,0,8121.0
7,5,0,25,170,19.0,0,3925.0
10,4,5,85,180,2.0,0,3270.0
7,2,1,28,165,1.0,0,5554.0
7,4,5,15,175,58.0,0,3925.0
6,1,4,83,170,27.0,0,3925.0
13,2,3,9,165,7.0,0,6126.0
20,5,1,3,170,9.0,0,8515.0
5,4,5,50,160,46.0,0,4594.0
22,0,1,41,160,9.0,0,7398.0
10,4,1,26,180,7.0,0,8121.0
14,5,5,76,170,9.0,0,3211.0
0,2,1,84,165,2.0,0,3758.0
6,6,3,41,260,5.0,0,7392.0
7,3,3,45,165,1.0,0,4644.0
6,2,5,73,175,37.0,0,4644.0
5,6,1,4,160,6.0,0,8009.0
22,0,1,34,160,8.0,0,8658.0
7,3,3,38,175,8.0,0,6887.0
20,0,3,85,170,9.0,0,3265.0
16,6,0,47,170,9.0,0,5469.0
6,3,3,10,275,4.0,0,9091.0
7,5,2,2,170,1.0,0,6991.0
10,1,3,25,180,7.0,0,4530.0
3,4,4,51,165,9.0,0,7381.0
6,5,4,63,175,8.0,0,6887.0
8,1,5,61,245,41.0,0,4696.0
