Origin,Destination,Dept_Date,Dept_Time,Arr_Time,Total_Fare,Base_Fare,Fuel_Fare,Airways,Available,Duration,Class_Type,Flight Number,Flight Code,FlightID,Hopping,Taken
BLR,DEL,2018-11-17T13:20:00Z,13:20,16:10,12841,11900,669,Air India,9,2h 50m,Economy,501,AI,AI_501_,FALSE,13-11-2018
BLR,MAA,2018-11-17T11:50:00Z,11:50,12:35,13387,12350,765,Air India,4,12h 5m,Economy,564,AI,AI_564_AI_43_,TRUE,13-11-2018
BLR,GAU,2018-11-17T10:00:00Z,10:00,13:00,13781,10215,3044,Jet Airways,7,11h 15m,Economy,659,9W,9W_659_9W_722_,TRUE,13-11-2018
BLR,BOM,2018-11-17T06:45:00Z,6:45,8:25,13807,12750,785,Air India,3,15h 20m,Economy,640,AI,AI_640_AI_310_,TRUE,13-11-2018
BLR,BOM,2018-11-17T06:45:00Z,6:45,8:25,13807,12750,785,Air India,3,16h 30m,Economy,640,AI,AI_640_AI_101_,TRUE,13-11-2018
BLR,AMD,2018-11-17T06:40:00Z,6:40,8:40,13925,12630,923,Vistara,4,15h 15m,Economy,923,UK,UK_923_UK_966_,TRUE,13-11-2018
BLR,AMD,2018-11-17T06:40:00Z,6:40,8:40,13925,12630,923,Vistara,4,27h 45m,Economy,923,UK,UK_923_UK_946_,TRUE,13-11-2018
BLR,IDR,2018-11-17T12:40:00Z,12:40,14:30,13928,10955,2451,Jet Airways,5,10h 15m,Economy,803,9W,9W_803_9W_794_,FALSE,13-11-2018
BLR,BOM,2018-11-17T06:45:00Z,6:45,8:25,14017,12950,795,Air India,3,11h 30m,Economy,640,AI,AI_640_AI_687_,TRUE,13-11-2018
BLR,BOM,2018-11-17T06:45:00Z,6:45,8:25,14017,12950,795,Air India,3,12h 25m,Economy,640,AI,AI_640_AI_144_,TRUE,13-11-2018
BLR,BOM,2018-11-17T06:45:00Z,6:45,8:25,14017,12950,795,Air India,3,14h 30m,Economy,640,AI,AI_640_AI_888_,TRUE,13-11-2018
BLR,MAA,2018-11-17T17:00:00Z,17:00,18:20,14395,11400,2473,Jet Airways,2,5h 15m,Economy,873,9W,9W_873_9W_831_,FALSE,13-11-2018
BLR,MAA,2018-11-17T09:00:00Z,9:00,10:05,14395,11400,2473,Jet Airways,7,5h 25m,Economy,871,9W,9W_871_9W_740_,TRUE,13-11-2018
BLR,MAA,2018-11-17T07:00:00Z,7:00,7:55,14395,11400,2473,Jet Airways,7,7h 25m,Economy,849,9W,9W_849_9W_740_,TRUE,13-11-2018
BLR,MAA,2018-11-17T09:00:00Z,9:00,10:05,14395,11400,2473,Jet Airways,2,13h 15m,Economy,871,9W,9W_871_9W_831_,TRUE,13-11-2018
BLR,MAA,2018-11-17T19:40:00Z,19:40,21:00,14395,11400,2473,Jet Airways,7,13h 15m,Economy,869,9W,9W_869_9W_822_,TRUE,13-11-2018
BLR,MAA,2018-11-17T19:40:00Z,19:40,21:00,14395,11400,2473,Jet Airways,7,15h 10m,Economy,869,9W,9W_869_9W_736_,TRUE,13-11-2018
BLR,MAA,2018-11-17T07:00:00Z,7:00,7:55,14395,11400,2473,Jet Airways,2,15h 15m,Economy,849,9W,9W_849_9W_831_,TRUE,13-11-2018
BLR,MAA,2018-11-17T17:00:00Z,17:00,18:20,14395,11400,2473,Jet Airways,7,15h 55m,Economy,873,9W,9W_873_9W_822_,TRUE,13-11-2018
BLR,MAA,2018-11-17T17:00:00Z,17:00,18:20,14395,11400,2473,Jet Airways,7,17h 50m,Economy,873,9W,9W_873_9W_736_,TRUE,13-11-2018
BLR,BOM,2018-11-17T18:40:00Z,18:40,20:30,14500,11500,2478,Jet Airways,3,6h 5m,Economy,448,9W,9W_448_9W_310_,FALSE,13-11-2018
BLR,BOM,2018-11-17T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,1,8h 15m,Economy,478,9W,9W_478_9W_351_,TRUE,13-11-2018
BLR,BOM,2018-11-17T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,1,12h 10m,Economy,478,9W,9W_478_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-17T18:40:00Z,18:40,20:30,14500,11500,2478,Jet Airways,7,13h 35m,Economy,448,9W,9W_448_9W_762_,TRUE,13-11-2018
BLR,BOM,2018-11-17T18:40:00Z,18:40,20:30,14500,11500,2478,Jet Airways,7,14h 10m,Economy,448,9W,9W_448_9W_301_,TRUE,13-11-2018
BLR,BOM,2018-11-17T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,3,14h 20m,Economy,478,9W,9W_478_9W_309_,TRUE,13-11-2018
BLR,BOM,2018-11-17T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,1,16h 0m,Economy,478,9W,9W_478_9W_361_,TRUE,13-11-2018
BLR,AMD,2018-11-17T06:40:00Z,6:40,8:40,14765,13430,963,Vistara,4,5h 55m,Economy,923,UK,UK_923_UK_976_,TRUE,13-11-2018
BLR,BDQ,2018-11-17T05:50:00Z,5:50,8:00,14815,11800,2493,Jet Airways,7,6h 30m,Economy,320,9W,9W_320_9W_986_,FALSE,13-11-2018
BLR,DEL,2018-11-17T13:00:00Z,13:00,15:50,14846,13431,1144,IndiGo,1,2h 50m,Economy,2246,6E,6E_2246_,FALSE,13-11-2018
BLR,BOM,2018-11-17T17:25:00Z,17:25,19:00,15749,14600,877,Air India,2,5h 50m,Economy,608,AI,AI_608_AI_101_,FALSE,13-11-2018
BLR,AMD,2018-11-17T17:30:00Z,17:30,19:35,16308,14900,1036,Vistara,3,4h 25m,Economy,925,UK,UK_925_UK_966_,TRUE,13-11-2018
BLR,DEL,2018-11-17T06:00:00Z,6:00,8:45,16493,15000,1222,IndiGo,2,2h 45m,Economy,2132,6E,6E_2132_,FALSE,13-11-2018
BLR,DEL,2018-11-17T08:30:00Z,8:30,11:30,16493,15000,1222,IndiGo,1,3h 0m,Economy,2367,6E,6E_2367_,FALSE,13-11-2018
BLR,CCU,2018-11-17T05:50:00Z,5:50,8:20,16537,15350,915,Air India,9,6h 30m,Economy,776,AI,AI_776_AI_21_,TRUE,13-11-2018
BLR,BOM,2018-11-17T08:00:00Z,8:00,9:50,16600,13500,2578,Jet Airways,7,5h 15m,Economy,482,9W,9W_482_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-17T23:00:00Z,23:00,0:45,16600,13500,2578,Jet Airways,7,6h 5m,Economy,393,9W,9W_393_9W_339_,TRUE,13-11-2018
BLR,BOM,2018-11-17T08:55:00Z,8:55,10:55,16600,13500,2578,Jet Airways,7,6h 20m,Economy,412,9W,9W_412_9W_351_,TRUE,13-11-2018
BLR,BOM,2018-11-17T11:40:00Z,11:40,13:35,16600,13500,2578,Jet Airways,5,6h 45m,Economy,450,9W,9W_450_9W_305_,TRUE,13-11-2018
BLR,BOM,2018-11-17T08:00:00Z,8:00,9:50,16600,13500,2578,Jet Airways,7,7h 15m,Economy,482,9W,9W_482_9W_351_,TRUE,13-11-2018
BLR,DEL,2018-11-17T17:00:00Z,17:00,19:45,17933,16750,911,Air India,9,2h 45m,Economy,503,AI,AI_503_,FALSE,13-11-2018
BLR,BOM,2018-11-17T12:00:00Z,12:00,14:30,20264,18900,1092,Air India,1,6h 15m,Economy,507,AI,AI_507_AI_687_,TRUE,13-11-2018
BLR,BOM,2018-11-17T12:00:00Z,12:00,14:30,20264,18900,1092,Air India,1,7h 10m,Economy,507,AI,AI_507_AI_144_,TRUE,13-11-2018
BLR,BOM,2018-11-17T14:05:00Z,14:05,15:45,20905,17600,2783,Jet Airways,7,5h 5m,Economy,444,9W,9W_444_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-17T14:05:00Z,14:05,15:45,20905,17600,2783,Jet Airways,7,6h 5m,Economy,444,9W,9W_444_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-17T16:55:00Z,16:55,18:50,20905,17600,2783,Jet Airways,5,6h 5m,Economy,416,9W,9W_416_9W_361_,TRUE,13-11-2018
BLR,BOM,2018-11-17T14:05:00Z,14:05,15:45,20905,17600,2783,Jet Airways,7,7h 15m,Economy,444,9W,9W_444_9W_309_,TRUE,13-11-2018
BLR,BOM,2018-11-17T11:40:00Z,11:40,13:35,20905,17600,2783,Jet Airways,7,7h 30m,Economy,450,9W,9W_450_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-17T21:25:00Z,21:25,23:10,20905,17600,2783,Jet Airways,7,7h 40m,Economy,449,9W,9W_449_9W_339_,TRUE,13-11-2018
BLR,DEL,2018-11-17T10:00:00Z,10:00,12:45,21031,19700,1059,Air India,1,2h 45m,Economy,505,AI,AI_505_,FALSE,13-11-2018
BLR,PNQ,2018-11-17T05:35:00Z,5:35,7:10,23873,20427,2924,Jet Airways,7,4h 20m,Economy,922,9W,9W_922_9W_371_,FALSE,13-11-2018
BLR,PNQ,2018-11-17T02:10:00Z,2:10,3:40,23873,20427,2924,Jet Airways,7,5h 10m,Economy,776,9W,9W_776_9W_364_,TRUE,13-11-2018
BLR,PNQ,2018-11-17T05:35:00Z,5:35,7:10,23873,20427,2924,Jet Airways,7,7h 30m,Economy,922,9W,9W_922_9W_366_,TRUE,13-11-2018
BLR,PNQ,2018-11-17T02:10:00Z,2:10,3:40,23873,20427,2924,Jet Airways,7,7h 45m,Economy,776,9W,9W_776_9W_371_,TRUE,13-11-2018
BLR,DEL,2018-11-17T18:30:00Z,18:30,23:05,23964,21865,1828,IndiGo,14,4h 35m,Economy,847_ 633,6E,6E_847_ 633_,TRUE,13-11-2018
BLR,DEL,2018-11-17T18:30:00Z,18:30,23:05,23964,21865,1828,IndiGo,16,4h 35m,Economy,847_ 447,6E,6E_847_ 447_,TRUE,13-11-2018
BLR,PAT,2018-11-17T11:00:00Z,11:00,13:25,24102,20645,2935,Jet Airways,7,7h 45m,Economy,141,9W,9W_141_9W_731_,TRUE,13-11-2018
BLR,BOM,2018-11-17T05:45:00Z,5:45,7:25,26680,23100,3058,Jet Airways,7,4h 40m,Economy,410,9W,9W_410_9W_333_,TRUE,13-11-2018
BLR,BOM,2018-11-17T05:45:00Z,5:45,7:25,26680,23100,3058,Jet Airways,7,5h 0m,Economy,410,9W,9W_410_9W_355_,TRUE,13-11-2018
BLR,BOM,2018-11-17T07:00:00Z,7:00,8:40,26680,23100,3058,Jet Airways,7,5h 25m,Economy,478,9W,9W_478_9W_331_,TRUE,13-11-2018
BLR,BOM,2018-11-17T05:45:00Z,5:45,7:25,26680,23100,3058,Jet Airways,7,5h 40m,Economy,410,9W,9W_410_9W_839_,TRUE,13-11-2018
BLR,BOM,2018-11-17T07:00:00Z,7:00,8:40,26680,23100,3058,Jet Airways,7,6h 15m,Economy,478,9W,9W_478_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-17T05:45:00Z,5:45,7:25,26680,23100,3058,Jet Airways,7,6h 40m,Economy,410,9W,9W_410_9W_331_,TRUE,13-11-2018
BLR,BOM,2018-11-17T05:45:00Z,5:45,7:25,26680,23100,3058,Jet Airways,7,7h 30m,Economy,410,9W,9W_410_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-17T12:00:00Z,12:00,14:30,29084,27300,1512,Air India,1,7h 10m,Economy,507,AI,AI_507_AI_442_,TRUE,13-11-2018
BLR,PNQ,2018-11-17T21:40:00Z,21:40,23:10,29648,25927,3199,Jet Airways,7,4h 20m,Economy,774,9W,9W_774_9W_604_,TRUE,13-11-2018
BLR,DEL,2018-11-18T23:25:00Z,23:25,2:10,6069,5347,569,AirAsia,7,2h 45m,Economy,722,I5,I5_722_,FALSE,13-11-2018
BLR,DEL,2018-11-18T02:00:00Z,2:00,4:45,6126,4250,1479,Jet Airways,2,2h 45m,Economy,814,9W,9W_814_,FALSE,13-11-2018
BLR,DEL,2018-11-18T00:40:00Z,0:40,3:25,6361,5350,740,IndiGo,2,2h 45m,Economy,2625,6E,6E_2625_,FALSE,13-11-2018
BLR,DEL,2018-11-18T04:00:00Z,4:00,6:50,6361,5350,740,IndiGo,1,2h 50m,Economy,2475,6E,6E_2475_,FALSE,13-11-2018
BLR,DEL,2018-11-18T22:20:00Z,22:20,1:10,6361,5350,740,IndiGo,2,2h 50m,Economy,2289,6E,6E_2289_,FALSE,13-11-2018
BLR,DEL,2018-11-18T06:00:00Z,6:00,8:45,6887,5850,766,IndiGo,1,2h 45m,Economy,2132,6E,6E_2132_,FALSE,13-11-2018
BLR,DEL,2018-11-18T05:45:00Z,5:45,8:35,6887,6150,416,Spicejet,9,2h 50m,Economy,136,SG,SG_136_,FALSE,13-11-2018
BLR,DEL,2018-11-18T20:30:00Z,20:30,23:20,6887,6150,416,Spicejet,9,2h 50m,Economy,198,SG,SG_198_,FALSE,13-11-2018
BLR,DEL,2018-11-18T01:30:00Z,1:30,4:15,6991,5950,770,IndiGo,2,2h 45m,Economy,2135,6E,6E_2135_,FALSE,13-11-2018
BLR,DEL,2018-11-18T04:55:00Z,4:55,7:35,7130,6358,619,AirAsia,1,2h 40m,Economy,2878,I5,I5_2878_,FALSE,13-11-2018
BLR,DEL,2018-11-18T18:55:00Z,18:55,21:45,8041,6950,820,IndiGo,33,2h 50m,Economy,2808,6E,6E_2808_,FALSE,13-11-2018
BLR,DEL,2018-11-18T09:35:00Z,9:35,12:30,8041,7250,470,Spicejet,9,2h 55m,Economy,192,SG,SG_192_,FALSE,13-11-2018
BLR,DEL,2018-11-18T20:00:00Z,20:00,22:55,8041,6950,820,IndiGo,2,2h 55m,Economy,2716,6E,6E_2716_,FALSE,13-11-2018
BLR,DEL,2018-11-18T05:15:00Z,5:15,10:00,8304,6951,1082,IndiGo,1,4h 45m,Economy,602_ 846,6E,6E_602_ 846_,FALSE,13-11-2018
BLR,DEL,2018-11-18T16:50:00Z,16:50,21:35,8373,7216,886,IndiGo,3,4h 45m,Economy,427_ 202,6E,6E_427_ 202_,FALSE,13-11-2018
BLR,DEL,2018-11-18T19:55:00Z,19:55,22:30,8436,6450,1589,Jet Airways,5,2h 35m,Economy,812,9W,9W_812_,FALSE,13-11-2018
BLR,DEL,2018-11-18T07:10:00Z,7:10,9:55,8436,6450,1589,Jet Airways,7,2h 45m,Economy,836,9W,9W_836_,FALSE,13-11-2018
BLR,DEL,2018-11-18T07:00:00Z,7:00,9:40,8448,7600,526,Vistara,9,2h 40m,Economy,810,UK,UK_810_,FALSE,13-11-2018
BLR,DEL,2018-11-18T19:40:00Z,19:40,22:20,8448,7600,526,Vistara,9,2h 40m,Economy,818,UK,UK_818_,FALSE,13-11-2018
BLR,DEL,2018-11-18T09:50:00Z,9:50,12:35,8448,7600,526,Vistara,2,2h 45m,Economy,812,UK,UK_812_,FALSE,13-11-2018
BLR,DEL,2018-11-18T21:10:00Z,21:10,0:05,8448,7600,526,Vistara,9,2h 55m,Economy,814,UK,UK_814_,FALSE,13-11-2018
BLR,DEL,2018-11-18T10:05:00Z,10:05,13:00,8671,7550,850,IndiGo,6,2h 55m,Economy,2943,6E,6E_2943_,FALSE,13-11-2018
BLR,DEL,2018-11-18T18:25:00Z,18:25,21:20,8671,7550,850,IndiGo,1,2h 55m,Economy,2783,6E,6E_2783_,FALSE,13-11-2018
BLR,IDR,2018-11-18T12:40:00Z,12:40,14:30,8709,5985,2202,Jet Airways,7,18h 35m,Economy,803,9W,9W_803_9W_792_,TRUE,13-11-2018
BLR,DEL,2018-11-18T15:35:00Z,15:35,23:40,8775,7240,470,Spicejet,9,8h 5m,Economy,568_ 126,SG,SG_568_ 126_,FALSE,13-11-2018
BLR,DEL,2018-11-18T08:45:00Z,8:45,15:25,9305,7744,496,Spicejet,9,6h 40m,Economy,1063_ 124,SG,SG_1063_ 124_,FALSE,13-11-2018
BLR,DEL,2018-11-18T18:55:00Z,18:55,21:55,9591,7550,1644,Jet Airways,7,3h 0m,Economy,833,9W,9W_833_,FALSE,13-11-2018
BLR,DEL,2018-11-18T12:00:00Z,12:00,14:40,9708,8800,586,Vistara,3,2h 40m,Economy,816,UK,UK_816_,FALSE,13-11-2018
BLR,DEL,2018-11-18T16:15:00Z,16:15,20:35,9770,8347,1152,IndiGo,3,4h 20m,Economy,466_ 595,6E,6E_466_ 595_,FALSE,13-11-2018
BLR,HYD,2018-11-18T08:15:00Z,8:15,9:15,9790,8700,582,Air India,9,4h 0m,Economy,516,AI,AI_516_AI_543_,FALSE,13-11-2018
BLR,DEL,2018-11-18T11:20:00Z,11:20,15:25,9980,8747,962,IndiGo,5,4h 5m,Economy,2065,6E,6E_2065_,FALSE,13-11-2018
BLR,COK,2018-11-18T06:55:00Z,6:55,8:15,10452,9400,544,Air India,9,16h 25m,Economy,9505,AI,AI_9505_AI_47_,TRUE,13-11-2018
BLR,DEL,2018-11-18T18:30:00Z,18:30,23:05,10644,9179,1194,IndiGo,2,4h 35m,Economy,847_ 447,6E,6E_847_ 447_,FALSE,13-11-2018
BLR,HYD,2018-11-18T08:15:00Z,8:15,9:15,10876,9250,610,Air India,9,14h 55m,Economy,516,AI,AI_516_AI_127_,TRUE,13-11-2018
BLR,HYD,2018-11-18T08:15:00Z,8:15,9:15,11086,9450,620,Air India,9,10h 15m,Economy,516,AI,AI_516_AI_541_,TRUE,13-11-2018
BLR,DEL,2018-11-18T08:30:00Z,8:30,11:30,11122,9885,966,IndiGo,1,3h 0m,Economy,2367,6E,6E_2367_,FALSE,13-11-2018
BLR,BBI,2018-11-18T09:30:00Z,9:30,11:15,11182,10250,660,Air India,9,14h 15m,Economy,738,AI,AI_738_AI_474_,TRUE,13-11-2018
BLR,DEL,2018-11-18T18:30:00Z,18:30,23:05,11222,9729,1222,IndiGo,2,4h 35m,Economy,847_ 633,6E,6E_847_ 633_,FALSE,13-11-2018
BLR,COK,2018-11-18T06:55:00Z,6:55,8:15,11239,10150,581,Air India,9,6h 25m,Economy,9505,AI,AI_9505_AI_511_,FALSE,13-11-2018
BLR,DEL,2018-11-18T08:20:00Z,8:20,11:15,11444,9315,1732,Jet Airways,2,2h 55m,Economy,824,9W,9W_824_,FALSE,13-11-2018
BLR,DEL,2018-11-18T11:10:00Z,11:10,14:05,11444,9315,1732,Jet Airways,3,2h 55m,Economy,820,9W,9W_820_,FALSE,13-11-2018
BLR,DEL,2018-11-18T17:45:00Z,17:45,20:45,11444,9315,1732,Jet Airways,1,3h 0m,Economy,816,9W,9W_816_,FALSE,13-11-2018
BLR,DEL,2018-11-18T21:10:00Z,21:10,23:55,11791,10900,619,Air India,9,2h 45m,Economy,173,AI,AI_173_,FALSE,13-11-2018
BLR,GAU,2018-11-18T13:50:00Z,13:50,16:55,12211,11300,639,Air India,9,8h 20m,Economy,727,AI,AI_727_AI_892_,FALSE,13-11-2018
BLR,DEL,2018-11-18T10:00:00Z,10:00,12:45,12841,11900,669,Air India,3,2h 45m,Economy,505,AI,AI_505_,FALSE,13-11-2018
BLR,BBI,2018-11-18T09:30:00Z,9:30,11:15,12967,11950,745,Air India,9,6h 50m,Economy,738,AI,AI_738_AI_76_,TRUE,13-11-2018
BLR,GAU,2018-11-18T10:00:00Z,10:00,13:00,13781,10215,3044,Jet Airways,7,11h 15m,Economy,659,9W,9W_659_9W_722_,TRUE,13-11-2018
BLR,CCU,2018-11-18T05:50:00Z,5:50,8:20,13912,12850,790,Air India,9,6h 30m,Economy,776,AI,AI_776_AI_21_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:00:00Z,8:00,9:50,14500,11500,2478,Jet Airways,7,5h 15m,Economy,482,9W,9W_482_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-18T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,7,5h 25m,Economy,478,9W,9W_478_9W_331_,TRUE,13-11-2018
BLR,BOM,2018-11-18T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,7,6h 15m,Economy,478,9W,9W_478_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-18T22:50:00Z,22:50,0:45,14500,11500,2478,Jet Airways,7,6h 15m,Economy,393,9W,9W_393_9W_339_,FALSE,13-11-2018
BLR,BOM,2018-11-18T08:55:00Z,8:55,10:55,14500,11500,2478,Jet Airways,7,6h 20m,Economy,412,9W,9W_412_9W_351_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:00:00Z,8:00,9:50,14500,11500,2478,Jet Airways,7,7h 15m,Economy,482,9W,9W_482_9W_351_,TRUE,13-11-2018
BLR,BOM,2018-11-18T21:25:00Z,21:25,23:10,14500,11500,2478,Jet Airways,7,7h 40m,Economy,449,9W,9W_449_9W_339_,TRUE,13-11-2018
BLR,BOM,2018-11-18T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,7,8h 15m,Economy,478,9W,9W_478_9W_351_,TRUE,13-11-2018
BLR,BOM,2018-11-18T11:40:00Z,11:40,13:35,14500,11500,2478,Jet Airways,1,8h 30m,Economy,450,9W,9W_450_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-18T20:35:00Z,20:35,22:30,14500,11500,2478,Jet Airways,4,8h 30m,Economy,442,9W,9W_442_9W_339_,TRUE,13-11-2018
BLR,BOM,2018-11-18T05:45:00Z,5:45,7:25,14500,11500,2478,Jet Airways,7,9h 30m,Economy,410,9W,9W_410_9W_351_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:55:00Z,8:55,10:55,14500,11500,2478,Jet Airways,7,9h 30m,Economy,412,9W,9W_412_9W_305_,TRUE,13-11-2018
BLR,BOM,2018-11-18T11:40:00Z,11:40,13:35,14500,11500,2478,Jet Airways,1,9h 40m,Economy,450,9W,9W_450_9W_309_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:55:00Z,8:55,10:55,14500,11500,2478,Jet Airways,6,10h 15m,Economy,412,9W,9W_412_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:00:00Z,8:00,9:50,14500,11500,2478,Jet Airways,7,10h 25m,Economy,482,9W,9W_482_9W_305_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:00:00Z,8:00,9:50,14500,11500,2478,Jet Airways,7,11h 10m,Economy,482,9W,9W_482_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:55:00Z,8:55,10:55,14500,11500,2478,Jet Airways,3,11h 15m,Economy,412,9W,9W_412_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-18T11:40:00Z,11:40,13:35,14500,11500,2478,Jet Airways,1,11h 20m,Economy,450,9W,9W_450_9W_361_,TRUE,13-11-2018
BLR,BOM,2018-11-18T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,7,11h 25m,Economy,478,9W,9W_478_9W_305_,TRUE,13-11-2018
BLR,BOM,2018-11-18T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,7,12h 10m,Economy,478,9W,9W_478_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:00:00Z,8:00,9:50,14500,11500,2478,Jet Airways,7,12h 10m,Economy,482,9W,9W_482_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:55:00Z,8:55,10:55,14500,11500,2478,Jet Airways,3,12h 25m,Economy,412,9W,9W_412_9W_309_,TRUE,13-11-2018
BLR,BOM,2018-11-18T11:40:00Z,11:40,13:35,14500,11500,2478,Jet Airways,1,13h 5m,Economy,450,9W,9W_450_9W_310_,TRUE,13-11-2018
BLR,BOM,2018-11-18T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,7,13h 10m,Economy,478,9W,9W_478_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:00:00Z,8:00,9:50,14500,11500,2478,Jet Airways,7,13h 20m,Economy,482,9W,9W_482_9W_309_,TRUE,13-11-2018
BLR,BOM,2018-11-18T05:45:00Z,5:45,7:25,14500,11500,2478,Jet Airways,7,13h 25m,Economy,410,9W,9W_410_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-18T22:50:00Z,22:50,0:45,14500,11500,2478,Jet Airways,6,13h 35m,Economy,393,9W,9W_393_9W_331_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:55:00Z,8:55,10:55,14500,11500,2478,Jet Airways,7,14h 5m,Economy,412,9W,9W_412_9W_361_,TRUE,13-11-2018
BLR,BOM,2018-11-18T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,7,14h 20m,Economy,478,9W,9W_478_9W_309_,TRUE,13-11-2018
BLR,BOM,2018-11-18T22:50:00Z,22:50,0:45,14500,11500,2478,Jet Airways,6,14h 25m,Economy,393,9W,9W_393_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:00:00Z,8:00,9:50,14500,11500,2478,Jet Airways,7,15h 0m,Economy,482,9W,9W_482_9W_361_,TRUE,13-11-2018
BLR,BOM,2018-11-18T08:55:00Z,8:55,10:55,14500,11500,2478,Jet Airways,2,15h 50m,Economy,412,9W,9W_412_9W_310_,TRUE,13-11-2018
BLR,BOM,2018-11-18T07:00:00Z,7:00,8:40,14500,11500,2478,Jet Airways,7,16h 0m,Economy,478,9W,9W_478_9W_361_,TRUE,13-11-2018
BLR,BDQ,2018-11-18T05:50:00Z,5:50,8:00,14815,11800,2493,Jet Airways,7,6h 30m,Economy,320,9W,9W_320_9W_986_,TRUE,13-11-2018
BLR,BOM,2018-11-18T22:50:00Z,22:50,0:45,15235,12200,2513,Jet Airways,7,9h 25m,Economy,393,9W,9W_393_9W_762_,TRUE,13-11-2018
BLR,BOM,2018-11-18T22:50:00Z,22:50,0:45,15235,12200,2513,Jet Airways,7,10h 0m,Economy,393,9W,9W_393_9W_301_,TRUE,13-11-2018
BLR,BOM,2018-11-18T22:50:00Z,22:50,0:45,15235,12200,2513,Jet Airways,6,10h 40m,Economy,393,9W,9W_393_9W_346_,TRUE,13-11-2018
BLR,BOM,2018-11-18T21:25:00Z,21:25,23:10,15235,12200,2513,Jet Airways,7,10h 50m,Economy,449,9W,9W_449_9W_762_,TRUE,13-11-2018
BLR,BOM,2018-11-18T21:25:00Z,21:25,23:10,15235,12200,2513,Jet Airways,7,11h 25m,Economy,449,9W,9W_449_9W_301_,TRUE,13-11-2018
BLR,BOM,2018-11-18T22:50:00Z,22:50,0:45,15235,12200,2513,Jet Airways,6,11h 35m,Economy,393,9W,9W_393_9W_333_,TRUE,13-11-2018
BLR,BOM,2018-11-18T22:50:00Z,22:50,0:45,15235,12200,2513,Jet Airways,6,11h 55m,Economy,393,9W,9W_393_9W_355_,TRUE,13-11-2018
BLR,BOM,2018-11-18T22:50:00Z,22:50,0:45,15235,12200,2513,Jet Airways,6,12h 35m,Economy,393,9W,9W_393_9W_839_,TRUE,13-11-2018
BLR,PNQ,2018-11-18T02:10:00Z,2:10,3:40,15865,12800,2543,Jet Airways,4,5h 10m,Economy,776,9W,9W_776_9W_364_,TRUE,13-11-2018
BLR,PNQ,2018-11-18T02:10:00Z,2:10,3:40,15865,12800,2543,Jet Airways,4,7h 45m,Economy,776,9W,9W_776_9W_371_,TRUE,13-11-2018
BLR,PNQ,2018-11-18T02:10:00Z,2:10,3:40,15865,12800,2543,Jet Airways,4,11h 15m,Economy,776,9W,9W_776_9W_366_,TRUE,13-11-2018
BLR,PNQ,2018-11-18T02:10:00Z,2:10,3:40,15865,12800,2543,Jet Airways,4,17h 50m,Economy,776,9W,9W_776_9W_786_,TRUE,13-11-2018
BLR,BOM,2018-11-18T17:25:00Z,17:25,19:00,16484,15300,912,Air India,4,5h 50m,Economy,608,AI,AI_608_AI_101_,FALSE,13-11-2018
BLR,BOM,2018-11-18T05:45:00Z,5:45,7:25,16600,13500,2578,Jet Airways,4,4h 40m,Economy,410,9W,9W_410_9W_333_,FALSE,13-11-2018
BLR,BOM,2018-11-18T05:45:00Z,5:45,7:25,16600,13500,2578,Jet Airways,4,5h 0m,Economy,410,9W,9W_410_9W_355_,FALSE,13-11-2018
